-1.87010000,0.34090000
-1.79440000,0.37310000
-1.70780000,0.42050000
-1.63200000,0.46400000
-1.56710000,0.49620000
-1.51300000,0.53030000
-1.44810000,0.56250000
-1.38850000,0.59280000
-1.29650000,0.63640000
-1.20450000,0.67420000
-1.13960000,0.69890000
-1.07470000,0.72350000
-0.99350000,0.74620000
-0.86360000,0.78220000
-0.69050000,0.81630000
-0.51190000,0.84660000
-0.40910000,0.85980000
-0.31170000,0.87120000
-0.23050000,0.87690000
-0.16020000,0.88070000
-0.08980000,0.88640000
-0.01950000,0.88830000
0.11580000,0.89580000
0.31060000,0.90340000
0.48920000,0.90720000
0.60820000,0.90910000
0.68940000,0.91100000
0.77600000,0.91290000
0.86260000,0.91480000
0.93830000,0.91480000
1.05740000,0.91290000
1.18180000,0.91290000
1.33330000,0.91290000
1.46860000,0.91290000
1.59310000,0.91290000
1.73380000,0.91480000
1.84200000,0.91480000
1.92320000,0.91480000
1.99350000,0.91860000
2.09630000,0.92050000
2.22080000,0.92800000
2.33440000,0.93370000
2.44260000,0.93370000
