0.65870000,0.64900000
0.70410000,0.67580000
0.76460000,0.70590000
0.82010000,0.73600000
0.87560000,0.76060000
0.95130000,0.78530000
1.03710000,0.80680000
1.13800000,0.82610000
1.26410000,0.84110000
1.41550000,0.84650000
1.53660000,0.85190000
1.66270000,0.85720000
1.79890000,0.86150000
1.99070000,0.85830000
2.13190000,0.87120000
2.27320000,0.88090000
2.41450000,0.89270000
2.51030000,0.90130000
2.60620000,0.90770000
2.63140000,0.87870000
2.65670000,0.84220000
2.67680000,0.81540000
2.70710000,0.77890000
2.73740000,0.74670000
2.76260000,0.71560000
2.79290000,0.68660000
2.93420000,0.68340000
3.06530000,0.68230000
3.20160000,0.67690000
3.31260000,0.66830000
3.41850000,0.65870000
3.52950000,0.64580000
3.64050000,0.63180000
3.77170000,0.61790000
3.88770000,0.60390000
3.99370000,0.58680000
4.09960000,0.57600000
4.22580000,0.56100000
4.36200000,0.54700000
4.48810000,0.53200000
4.60920000,0.52020000
4.73540000,0.50730000
4.84640000,0.49230000
4.97750000,0.47300000
