  0;  0;0.298985;0.951382;0.000000;56.93
  8;  0;0.318689;0.931678;0.000000;55.20
 16;  0;0.339047;0.911320;0.000000;53.47
 24;  0;0.360039;0.890328;0.000000;51.66
 32;  0;0.381726;0.868641;0.000000;49.81
 40;  0;0.404104;0.846263;0.000000;47.92
 48;  0;0.427195;0.823172;0.000000;45.95
 56;  0;0.450905;0.799462;0.000000;43.97
 64;  0;0.475218;0.775149;0.000000;41.98
 72;  0;0.500187;0.750180;0.000000;39.85
 80;  0;0.525840;0.724527;0.000000;37.76
 88;  0;0.552067;0.698300;0.000000;35.60
 96;  0;0.578938;0.671429;0.000000;33.42
104;  0;0.606523;0.643844;0.000000;31.10
112;  0;0.634840;0.615527;0.000000;28.77
120;  0;0.663858;0.586509;0.000000;26.40
128;  0;0.693449;0.556918;0.000000;24.05
136;  0;0.723749;0.526618;0.000000;21.55
144;  0;0.754741;0.495626;0.000000;19.05
152;  0;0.786341;0.464026;0.000000;16.54
160;  0;0.818529;0.431838;0.000000;14.01
168;  0;0.851255;0.399112;0.000000;11.46
176;  0;0.884534;0.365833;0.000000;8.85
184;  0;0.918344;0.332023;0.000000;6.22
192;  0;0.952697;0.297670;0.000000;3.54
200;  0;0.987566;0.262801;0.000000;0.93
208;  0;1.022723;0.227644;0.000000;-1.65
216;  0;1.057914;0.192453;0.000000;-4.02
224;  0;1.092564;0.157803;0.000000;-5.85
232;  0;1.125369;0.124998;0.000000;-6.82
240;  0;1.155169;0.095198;0.000000;-7.26
248;  0;1.181325;0.069042;0.000000;-7.02
256;  0;1.203063;0.047304;0.000000;-6.18
264;  0;1.219786;0.030581;0.000000;-4.83
272;  0;1.231994;0.018373;0.000000;-3.67
280;  0;1.240268;0.010099;0.000000;-2.39
288;  0;1.245071;0.005296;0.000000;-1.31
296;  0;1.247633;0.002734;0.000000;-0.70
304;  0;1.249010;0.001357;0.000000;-0.39
312;  0;1.249737;0.000630;0.000000;-0.18
320;  0;1.250069;0.000298;0.000000;-0.09
328;  0;1.250208;0.000159;0.000000;-0.03
336;  0;1.250274;0.000093;0.000000;-0.01
344;  0;1.250311;0.000056;0.000000;-0.01
352;  0;1.250336;0.000031;0.000000;-0.01
360;  0;1.250352;0.000015;0.000000;-0.01
368;  0;1.250364;0.000003;0.000000;-0.00
376;  0;1.250367;0.000000;0.000000;0.00
384;  0;1.250367;0.000000;0.000000;0.00
392;  0;1.250367;0.000000;0.000000;0.00
400;  0;1.250367;0.000000;0.000000;0.00
