0.01010000,70.17540000
0.24240000,69.89470000
0.44440000,70.03510000
0.63640000,69.89470000
0.83840000,69.89470000
1.04040000,69.47370000
1.24240000,69.19300000
1.43430000,69.05260000
1.59600000,68.49120000
1.77780000,68.21050000
1.93940000,67.50880000
2.13640000,66.80700000
2.32320000,65.68420000
2.48990000,64.84210000
2.67170000,63.29820000
2.82830000,61.61400000
2.98990000,59.64910000
3.14650000,57.26320000
3.30300000,54.59650000
3.43430000,51.50880000
3.56060000,47.85960000
3.68180000,44.21050000
3.77780000,40.00000000
3.87370000,36.21050000
3.96460000,31.57890000
4.05050000,27.22810000
4.12120000,22.87720000
4.17680000,18.94740000
4.23740000,15.01750000
4.28790000,11.22810000
4.32830000,7.01750000
4.36870000,3.64910000
4.40400000,0.28070000
