 40;  0;1.457181;0.294084;0.000000;1.46
 40;  4;1.457181;0.294084;0.000000;1.46
 40;  8;1.457181;0.294084;0.000000;1.46
 40; 12;1.457181;0.294084;0.000000;1.46
 40; 16;1.457181;0.294084;0.000000;1.46
 40; 20;1.457181;0.294084;0.000000;1.46
 40; 24;1.457181;0.294084;0.000000;1.46
 40; 28;1.457181;0.294084;0.000000;1.46
 40; 32;1.457181;0.294084;0.000000;1.46
 40; 36;1.457181;0.294084;0.000000;1.46
 40; 40;1.457181;0.294084;0.000000;1.46
 40; 44;1.457181;0.018232;0.275852;-21.76
 40; 48;1.457181;0.035462;0.258622;-20.32
 40; 52;1.457181;0.051618;0.242466;-18.96
 40; 56;1.457181;0.066823;0.227261;-17.92
 40; 60;1.457181;0.081319;0.212765;-17.26
 40; 64;1.457181;0.095314;0.198770;-16.74
 40; 68;1.457181;0.108953;0.185131;-16.48
 40; 72;1.457181;0.122397;0.171687;-16.43
 40; 76;1.457181;0.135755;0.158329;-16.39
 40; 80;1.457181;0.148977;0.145107;-16.17
 40; 84;1.457181;0.161980;0.132104;-15.90
 40; 88;1.457181;0.174602;0.119482;-15.21
 40; 92;1.457181;0.186605;0.107479;-14.08
 40; 96;1.457181;0.197653;0.096431;-12.69
 40;100;1.457181;0.207691;0.086393;-11.34
 40;104;1.457181;0.216776;0.077308;-10.17
 40;108;1.457181;0.225013;0.069071;-9.11
 40;112;1.457181;0.232546;0.061538;-8.37
 40;116;1.457181;0.239634;0.054450;-8.02
 40;120;1.457181;0.246478;0.047606;-7.80
 40;124;1.457181;0.253176;0.040908;-7.72
 40;128;1.457181;0.259779;0.034305;-7.62
 40;132;1.457181;0.266245;0.027839;-7.31
 40;136;1.457181;0.272437;0.021647;-6.82
 40;140;1.457181;0.278108;0.015976;-5.89
 40;144;1.457181;0.283042;0.011042;-4.69
 40;148;1.457181;0.287028;0.007056;-3.24
 40;152;1.457181;0.289954;0.004130;-1.78
 40;156;1.457181;0.291918;0.002166;-0.52
 40;160;1.457181;0.293061;0.001023;0.39
 40;164;1.457181;0.293647;0.000437;0.97
 40;168;1.457181;0.293909;0.000175;1.23
 40;172;1.457181;0.294022;0.000062;1.41
 40;176;1.457181;0.294056;0.000028;1.43
 40;180;1.457181;0.294075;0.000009;1.45
 40;184;1.457181;0.294081;0.000003;1.46
 40;188;1.457181;0.294084;0.000000;1.46
 40;192;1.457181;0.294084;0.000000;1.46
 40;196;1.457181;0.294084;0.000000;1.46
 40;200;1.457181;0.294084;0.000000;1.46
