0.02530000,52.49120000
0.21720000,52.35090000
0.38890000,52.35090000
0.57070000,52.35090000
0.71720000,52.21050000
0.89390000,52.21050000
1.06060000,52.07020000
1.23740000,51.78950000
1.41920000,51.64910000
1.59090000,51.22810000
1.77270000,50.66670000
1.96970000,50.10530000
2.13130000,49.54390000
2.32320000,48.70180000
2.51520000,47.85960000
2.68690000,46.73680000
2.83840000,45.19300000
2.98480000,43.78950000
3.14140000,41.82460000
3.27780000,39.71930000
3.39900000,37.47370000
3.54550000,34.10530000
3.68180000,30.73680000
3.79800000,27.08770000
3.89900000,23.43860000
3.97980000,20.21050000
4.06060000,16.56140000
4.13130000,12.91230000
4.19190000,9.82460000
4.25250000,6.59650000
4.29290000,3.78950000
4.34850000,0.28070000
