0.02020000,17.54390000
0.19190000,17.54390000
0.35860000,17.68420000
0.51010000,17.40350000
0.68180000,17.26320000
0.82830000,17.26320000
0.98990000,16.98250000
1.15660000,16.98250000
1.33840000,16.84210000
1.52530000,16.84210000
1.70200000,16.56140000
1.87880000,16.42110000
2.05050000,16.14040000
2.20710000,15.71930000
2.36360000,15.43860000
2.53540000,15.01750000
2.70710000,14.17540000
2.86360000,13.47370000
3.02530000,12.77190000
3.19190000,11.78950000
3.36870000,10.80700000
3.55050000,9.12280000
3.70200000,7.57890000
3.84850000,6.03510000
3.98990000,4.07020000
4.10100000,2.24560000
4.22220000,0.14040000
