  0;  0;1.254019;0.496467;0.000000;10.54
  0;  4;1.254019;0.000000;0.496467;-0.21
  0;  8;1.254019;0.000000;0.496467;-0.21
  0; 12;1.254019;0.000000;0.496467;-0.21
  0; 16;1.254019;0.000000;0.496467;-0.21
  0; 20;1.254019;0.000000;0.496467;-0.21
  0; 24;1.254019;0.000000;0.496467;-0.21
  0; 28;1.254019;0.000079;0.496388;-0.21
  0; 32;1.254019;0.000079;0.496388;-0.21
  0; 36;1.254019;0.000079;0.496388;-0.21
  0; 40;1.254019;0.000079;0.496388;-0.21
  0; 44;1.254019;0.000079;0.496388;-0.21
  0; 48;1.254019;0.000079;0.496388;-0.21
  0; 52;1.254019;0.000259;0.496208;-0.20
  0; 56;1.254019;0.000634;0.495833;-0.19
  0; 60;1.254019;0.001234;0.495233;-0.18
  0; 64;1.254019;0.003347;0.493120;-0.14
  0; 68;1.254019;0.007226;0.489241;-0.05
  0; 72;1.254019;0.013536;0.482931;0.08
  0; 76;1.254019;0.024590;0.471877;0.32
  0; 80;1.254019;0.042523;0.453944;0.71
  0; 84;1.254019;0.068177;0.428290;1.27
  0; 88;1.254019;0.103563;0.392904;2.04
  0; 92;1.254019;0.145916;0.350551;2.94
  0; 96;1.254019;0.198668;0.297799;4.09
  0;100;1.254019;0.250968;0.245499;5.23
  0;104;1.254019;0.308771;0.187696;6.47
  0;108;1.254019;0.355226;0.141241;7.50
  0;112;1.254019;0.400719;0.095748;8.47
  0;116;1.254019;0.433251;0.063216;9.17
  0;120;1.254019;0.458080;0.038387;9.70
  0;124;1.254019;0.473478;0.022989;10.04
  0;128;1.254019;0.484009;0.012458;10.26
  0;132;1.254019;0.489359;0.007108;10.38
  0;136;1.254019;0.493649;0.002818;10.47
  0;140;1.254019;0.494934;0.001533;10.50
  0;144;1.254019;0.495814;0.000653;10.52
  0;148;1.254019;0.496217;0.000250;10.53
  0;152;1.254019;0.496467;0.000000;10.54
  0;156;1.254019;0.496467;0.000000;10.54
  0;160;1.254019;0.496467;0.000000;10.54
  0;164;1.254019;0.496467;0.000000;10.54
  0;168;1.254019;0.496467;0.000000;10.54
  0;172;1.254019;0.496467;0.000000;10.54
  0;176;1.254019;0.496467;0.000000;10.54
  0;180;1.254019;0.496467;0.000000;10.54
  0;184;1.254019;0.496467;0.000000;10.54
  0;188;1.254019;0.496467;0.000000;10.54
  0;192;1.254019;0.496467;0.000000;10.54
  0;196;1.254019;0.496467;0.000000;10.54
  0;200;1.254019;0.496467;0.000000;10.54
  4;  0;1.254019;0.496467;0.000000;10.54
  4;  4;1.254019;0.496467;0.000000;10.54
  4;  8;1.254019;0.000000;0.496467;-0.21
  4; 12;1.254019;0.000000;0.496467;-0.21
  4; 16;1.254019;0.000000;0.496467;-0.21
  4; 20;1.254019;0.000000;0.496467;-0.21
  4; 24;1.254019;0.000000;0.496467;-0.21
  4; 28;1.254019;0.000079;0.496388;-0.21
  4; 32;1.254019;0.000079;0.496388;-0.21
  4; 36;1.254019;0.000079;0.496388;-0.21
  4; 40;1.254019;0.000079;0.496388;-0.21
  4; 44;1.254019;0.000079;0.496388;-0.21
  4; 48;1.254019;0.000079;0.496388;-0.21
  4; 52;1.254019;0.000259;0.496208;-0.20
  4; 56;1.254019;0.000634;0.495833;-0.19
  4; 60;1.254019;0.001234;0.495233;-0.18
  4; 64;1.254019;0.003347;0.493120;-0.14
  4; 68;1.254019;0.007226;0.489241;-0.05
  4; 72;1.254019;0.013536;0.482931;0.08
  4; 76;1.254019;0.024590;0.471877;0.32
  4; 80;1.254019;0.042523;0.453944;0.71
  4; 84;1.254019;0.068177;0.428290;1.27
  4; 88;1.254019;0.103563;0.392904;2.04
  4; 92;1.254019;0.145916;0.350551;2.94
  4; 96;1.254019;0.198668;0.297799;4.09
  4;100;1.254019;0.250968;0.245499;5.23
  4;104;1.254019;0.308771;0.187696;6.47
  4;108;1.254019;0.355226;0.141241;7.50
  4;112;1.254019;0.400719;0.095748;8.47
  4;116;1.254019;0.433251;0.063216;9.17
  4;120;1.254019;0.458080;0.038387;9.70
  4;124;1.254019;0.473478;0.022989;10.04
  4;128;1.254019;0.484009;0.012458;10.26
  4;132;1.254019;0.489359;0.007108;10.38
  4;136;1.254019;0.493649;0.002818;10.47
  4;140;1.254019;0.494934;0.001533;10.50
  4;144;1.254019;0.495814;0.000653;10.52
  4;148;1.254019;0.496217;0.000250;10.53
  4;152;1.254019;0.496467;0.000000;10.54
  4;156;1.254019;0.496467;0.000000;10.54
  4;160;1.254019;0.496467;0.000000;10.54
  4;164;1.254019;0.496467;0.000000;10.54
  4;168;1.254019;0.496467;0.000000;10.54
